event_id_cnty,event_date,event_type,sub_event_type,civilian_targeting,admin1,latitude,longitude,fatalities,population_1km,population_2km,population_5km,population_best
VEN24073,2019-03-18,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24074,2019-03-18,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24075,2019-03-19,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,2,14266.0,76068.0,185799.0,185799.0
VEN24076,2019-03-20,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24077,2019-03-20,Battles,Armed clash,,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24078,2019-03-20,Violence against civilians,Attack,Civilian targeting,Amazonas,5.6605,-67.5834,1,15099.0,31329.0,97946.0,97946.0
VEN24079,2019-03-23,Riots,Mob violence,Civilian targeting,Bolivar,8.1292,-63.5409,0,13035.0,82107.0,254495.0,82107.0
VEN24080,2019-03-23,Violence against civilians,Attack,Civilian targeting,Bolivar,4.6023,-61.1103,1,62689.0,122059.0,155731.0,155731.0
VEN24081,2019-03-26,Violence against civilians,Attack,Civilian targeting,Bolivar,8.0162,-62.4056,1,27306.0,67307.0,130058.0,130058.0
VEN24082,2019-03-31,Violence against civilians,Attack,Civilian targeting,Bolivar,8.1292,-63.5409,1,13035.0,82107.0,254495.0,254495.0
VEN24083,2019-03-31,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24084,2019-03-31,Violence against civilians,Attack,Civilian targeting,Bolivar,7.3471,-61.8268,1,13096.0,27076.0,39032.0,39032.0
VEN24085,2019-03-31,Violence against civilians,Attack,Civilian targeting,Bolivar,7.4770,-61.8967,1,12574.0,25456.0,27324.0,27324.0
VEN24086,2019-04-10,Battles,Armed clash,,Bolivar,8.2950,-62.7191,5,14266.0,76068.0,185799.0,185799.0
VEN24087,2019-04-13,Battles,Armed clash,,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24088,2019-04-13,Battles,Armed clash,,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24089,2019-04-19,Battles,Armed clash,,Bolivar,7.3471,-61.8268,1,13096.0,27076.0,39032.0,39032.0
